car,corner,grip
VER,7,1.6537569897522812
VER,8,1.9098643470614147
VER,9,1.4964367092459618
VER,0,2.139277443868051
VER,1,2.139277443868051
VER,2,2.212250642707731
VER,3,1.7718025945440503
VER,4,0.8286791812330717
VER,5,1.7571104077214657
VER,6,2.037069552810758
VER,7,1.7424145646661846
VER,8,1.8986993535941177
VER,9,2.1336530599182004
VER,0,2.6634456615045465
VER,1,2.6634456615045465
VER,2,2.490521994820226
VER,3,1.8807412349493757
VER,4,0.8474146455168
VER,5,1.5729391985324956
VER,6,2.40339609523082
VER,7,1.7169630386784764
VER,8,1.8972855816529544
VER,9,1.2229186776630034
VER,0,2.3618733529132765
VER,1,2.3618733529132765
VER,2,2.4835957960331245
VER,3,1.9111469477852432
VER,4,0.8824158996250463
VER,5,1.4373700029176162
VER,6,2.594221643905551
VER,7,1.6160438269253607
VER,8,2.0763792736982163
VER,9,1.492341648006889
VER,0,1.9874881766936519
VER,1,1.9874881766936519
VER,2,2.4587074570619523
VER,3,1.849472164799867
VER,4,0.8016333857380179
VER,5,3.630637808322123
VER,6,2.164803248225908
VER,7,1.4985934580262184
VER,8,1.9142037961706533
VER,9,1.4591890942372039
VER,0,2.133521801857623
VER,1,2.133521801857623
VER,2,2.276264861621247
VER,3,1.9437692941387117
VER,4,0.7581092522222361
VER,5,1.7750094451710121
VER,6,2.3298003605971958
VER,7,1.6080883100889862
VER,8,2.229741682906983
VER,9,1.3575637902514692
VER,0,2.111188868566841
VER,1,2.111188868566841
VER,2,2.281742576466734
VER,3,1.9891682707870777
VER,4,0.7855218609978163
VER,5,2.7116029319693786
VER,6,3.15215397545363
VER,7,1.548338244414351
VER,8,2.1873266335635715
VER,9,1.4052124440573606
VER,0,2.0242654762186465
VER,1,2.0242654762186465
VER,2,2.2274764790609876
VER,3,1.9498758522836945
VER,4,0.5893136082810251
VER,5,1.8514387718687573
VER,6,2.758403082517446
VER,7,1.565723712332702
VER,8,2.077669488779277
VER,9,1.513199660425678
VER,0,1.6465275593334716
VER,1,1.6465275593334716
VER,2,2.3319512826843747
VER,3,2.0021090042707015
VER,4,3.22191526977847
VER,5,1.8866868642646062
VER,6,2.3486663771414173
VER,7,1.6676766928806306
VER,8,1.910179686089141
VER,9,1.6327153305514113
VER,0,1.9110433223217504
VER,1,1.9110433223217504
VER,2,2.351350967365979
VER,3,2.189190242713706
VER,4,0.583822152539518
VER,5,2.2395372790348276
VER,6,2.341002608307979
VER,7,1.8033071695883038
VER,8,1.8243514788959245
VER,9,1.6357616316599823
VER,0,1.980035712231519
VER,1,1.980035712231519
VER,2,2.909172530283772
VER,3,1.9151900820883017
VER,4,0.7873131048786987
VER,5,2.325520087093076
VER,6,2.49943214002581
VER,7,1.5360540043929471
VER,8,2.2903645308706566
VER,9,1.6094060185536954
VER,0,1.9106632739344087
VER,1,1.9106632739344087
VER,2,2.4674425535773294
VER,3,1.8361054073663958
VER,4,0.6446035056981326
VER,5,1.6020153431586517
VER,6,2.3870829508872773
VER,7,2.168071981556502
VER,8,1.980665317932772
VER,9,1.5365009809646026
VER,0,2.017724760201423
VER,1,2.017724760201423
VER,2,3.309129310470673
VER,3,2.0215815945941573
VER,4,0.9772365510559123
VER,5,1.8905170894427958
VER,6,2.3271208836056183
VER,7,1.427329884920795
VER,8,1.9737945311124687
VER,9,1.5170745385480005
VER,0,2.0228423277912797
VER,1,2.0228423277912797
VER,2,2.415201195471604
VER,3,1.887704675113499
VER,4,0.9001309250555234
VER,5,2.0721100987357386
VER,6,2.472411332826072
VER,7,1.3703518498920495
VER,8,2.057443646559744
VER,9,1.6408690694281631
VER,0,2.493829953748564
VER,1,2.540274005872587
VER,2,2.5633616613034333
VER,3,2.034158969369508
VER,4,0.8804801678756943
VER,5,1.8022199066429818
VER,6,2.758787698764802
VER,7,1.3897250213448862
VER,8,1.9434021109888309
VER,9,1.405231874691402
VER,0,2.6281876732494567
VER,1,2.6281876732494567
VER,2,2.2791656750064693
VER,3,2.128578030074156
VER,4,0.9469133131742691
VER,5,1.9424077778886095
VER,6,2.2735543129175686
VER,7,1.615305081903492
VER,8,1.848542095648178
VER,9,2.0581835889352424
VER,0,2.2883211291244856
VER,1,2.2883211291244856
VER,2,3.076170895300825
VER,3,1.7586519863331527
VER,4,1.201394221467231
VER,5,2.195287982497046
VER,6,2.3282621626099207
VER,7,1.5613561384881998
VER,8,2.283466450416481
VER,9,1.6472673529303545
VER,0,1.8829488721361205
VER,1,1.8829488721361205
VER,2,2.6589929274887845
VER,3,2.298671788893458
VER,4,0.6708797384251562
VER,5,2.2909520639108214
VER,6,2.7821840969479137
VER,7,1.5885091460897123
VER,8,2.461479197253961
VER,9,1.588131044387254
VER,0,2.183309393607452
VER,1,2.183309393607452
VER,2,2.918003048269386
VER,3,2.217041588921697
VER,4,0.791051301535077
VER,5,2.6320621361320766
VER,6,2.7533756896248605
VER,7,1.9481018203473495
VER,8,2.461123366926306
VER,9,2.4452599835784783
VER,0,2.5511503867131964
VER,1,2.5511503867131964
VER,2,4.076775340094832
VER,3,2.194295766779434
VER,4,0.5545663052241478
VER,5,2.874635677725607
VER,6,2.6002933209875874
VER,7,1.8466944874724902
VER,8,2.0015565490295857
VER,9,2.0166691525359735
VER,0,2.2384249443356317
VER,1,2.2384249443356317
VER,2,2.434686884206215
VER,3,2.1099380251634026
VER,4,1.2015487154444942
VER,5,1.5347683590735872
VER,6,2.6617029820827707
VER,7,1.8095358845190703
VER,8,2.6760772617645623
VER,9,1.977459804954838
VER,0,2.217162794145938
VER,1,2.217162794145938
VER,2,2.8090593748012256
VER,3,2.021320731913176
VER,4,1.629509109267291
VER,5,1.666003977172508
VER,6,2.398733865400486
VER,7,1.7776883064556024
VER,8,2.324199467731704
VER,9,1.568259036086853
VER,0,2.501635188174923
VER,1,2.501635188174923
VER,2,2.6232210939535925
VER,3,2.0899413080655256
VER,4,0.998123303126812
VER,5,3.162527758473928
VER,6,3.1036581615990264
VER,7,1.9372568629639457
VER,8,2.4116318181557
VER,9,1.842661223119341
VER,0,2.320511571632517
VER,1,2.320511571632517
VER,2,2.576054717494741
VER,3,2.1329275123435227
VER,4,0.5112351635413769
VER,5,1.9687631598889515
VER,6,2.555897002607004
VER,7,1.5700442290732302
VER,8,2.5324842256471016
VER,9,1.612689360585799
VER,0,2.0421368067258885
VER,1,2.0421368067258885
VER,2,2.4599602769874624
VER,3,1.7191129900097994
VER,4,1.7234829793673099
VER,5,2.372714886156581
VER,6,2.523184345565904
VER,7,1.5718975306714507
VER,8,2.0616894744541163
VER,9,1.238564492517514
VER,0,1.9963339788247307
VER,1,1.9963339788247307
VER,2,2.6004699414199766
VER,3,2.0543752422433728
VER,4,0.6281863119893101
VER,5,2.627575168838315
VER,6,2.9362125521169418
VER,7,1.7128400352925421
VER,8,2.028175467019827
VER,9,1.6515356990645
VER,0,1.777671132884689
VER,1,1.777671132884689
VER,2,2.5907682192529036
VER,3,2.043931268852752
VER,4,1.4682691940772319
VER,5,1.567439431864253
VER,6,2.6042040827174184
VER,7,1.8804388084924883
VER,8,2.1863061729533495
VER,9,1.7379135876791993
VER,0,1.9505457306081704
VER,1,1.9505457306081704
VER,2,2.6062533637025465
VER,3,1.7483287985660732
VER,4,1.0352449124101877
VER,5,2.3300307082968423
VER,6,1.9054521280328458
VER,7,1.6189879958485034
VER,8,2.15501877680449
VER,9,1.424605658095808
VER,0,1.891605565351472
VER,1,1.891605565351472
VER,2,2.4148836230025528
VER,3,2.1031032546040844
VER,4,0.4871176728547733
VER,5,4.608706963985166
VER,6,3.127265216565838
VER,7,1.4907779638343972
VER,8,2.404554942284193
VER,9,1.5940674040083642
VER,0,1.8737821863425708
VER,1,1.8737821863425708
VER,2,2.374078729006006
VER,3,1.9121979906926811
VER,4,0.8011171729401809
VER,5,1.7582799094561066
VER,6,2.020798815265048
VER,7,1.6861820051922096
VER,8,1.9436773869154773
VER,9,1.3002425474808115
VER,0,1.9081309539661586
VER,1,1.9081309539661586
VER,2,2.114557112478525
VER,3,2.0083719817957557
VER,4,0.7564943032890856
VER,5,2.2724878629770537
VER,6,2.1543981017111555
VER,7,1.5072988237625824
VER,8,2.0890575895045305
VER,9,1.4032361391882129
VER,0,1.7115716002217451
VER,1,1.5162488636204097
VER,2,3.7113768570263024
VER,3,2.0915598194411475
VER,4,0.6184799830844205
VER,5,2.3348489166829913
VER,6,1.9277055160211964
VER,7,1.8187731299773136
VER,8,1.929938475608281
VER,9,1.792275822822518
VER,0,1.9923685428989601
VER,1,1.9923685428989601
VER,2,2.6575944529998896
VER,3,2.0932201818508194
VER,4,0.8132078696674437
VER,5,1.593591841368792
VER,6,2.5983618338845553
VER,7,1.9064304960297118
VER,8,1.9588367313893411
VER,9,1.1729206962905607
VER,0,1.5921696044770972
VER,1,1.5921696044770972
VER,2,2.487398602863011
VER,3,1.941029286493254
VER,4,0.9389433259620281
VER,5,1.6548741216525102
VER,6,2.6261126067641385
VER,7,1.7100096824324094
VER,8,2.0110702353816534
VER,9,1.565686382911681
VER,0,2.2015574553973214
VER,1,2.2015574553973214
VER,2,2.291670724099058
VER,3,2.0039869187774486
VER,4,0.7916534916143281
VER,5,1.7360089681451696
VER,6,2.302799227815478
VER,7,1.5198371581060934
VER,8,2.452247083589223
VER,9,1.9505915935337836
VER,0,1.9628661380388575
VER,1,1.9628661380388575
VER,2,2.7018567241770035
VER,3,2.086259714995789
VER,4,0.809317478753645
VER,5,1.6864683357661048
VER,6,2.8391959668240996
VER,7,1.5810368631135874
VER,8,2.100231936562048
VER,9,1.8437687051873661
VER,0,1.8878718638167802
VER,1,1.8878718638167802
VER,2,2.619072847580111
VER,3,1.881709775692008
VER,4,0.6493777664074502
VER,5,3.2244719288627883
VER,6,2.976664681295237
VER,7,1.5603700878666227
VER,8,2.6131919249148177
VER,9,1.342098349978338
VER,0,2.240338100993699
VER,1,2.240338100993699
VER,2,2.6653956356513624
VER,3,1.9457497937602855
VER,4,1.0989295307369609
VER,5,2.3293991418109212
VER,6,2.4257608130032544
VER,7,1.769078963313701
VER,8,2.2684935955505137
VER,9,1.9191024770598382
VER,0,2.1624132176402204
VER,1,2.1624132176402204
VER,2,2.3840242282385673
VER,3,2.0644366598573987
VER,4,0.9926607297549565
VER,5,1.853542399878519
VER,6,2.45792042005693
VER,7,1.771965931743517
VER,8,1.8372092758464975
VER,9,1.5331730933083043
VER,0,2.017299097113022
VER,1,2.017299097113022
VER,2,2.8190177530899554
VER,3,2.0151118722162793
VER,4,1.0044253394056881
VER,5,2.2697553052021298
VER,6,2.2919212354617193
VER,7,1.5892705990091298
VER,8,2.102682180042362
VER,9,1.6534988928944265
VER,0,2.025341973121524
VER,1,2.025341973121524
VER,2,2.634085871218469
VER,3,2.225194506853364
VER,4,0.8752546123964382
VER,5,2.278956446497509
VER,6,2.614953639058918
VER,7,1.49123381591962
VER,8,2.00802238766303
VER,9,1.5796604394853164
VER,0,1.6915978624326697
VER,1,1.6915978624326697
VER,2,2.9655344195065045
VER,3,2.3297707756889863
VER,4,1.2588658733315106
VER,5,1.925581613442772
VER,6,3.1168651527466427
VER,7,2.055800038499217
VER,8,2.2347805176506004
VER,9,1.9333484560974283
VER,0,2.1892319474129196
VER,1,2.1892319474129196
VER,2,2.716715570753735
VER,3,2.3001754816638464
VER,4,0.9554140977382599
VER,5,2.8531145008665226
VER,6,2.1800221699958766
VER,7,1.7786666059485967
VER,8,2.4411199175874194
VER,9,1.6375377878002637
VER,0,1.9521986179713262
VER,1,1.9521986179713262
VER,2,2.6582982623679694
VER,3,2.2362831797846523
VER,4,0.7264086694224643
VER,5,1.7293792425480727
VER,6,2.985553247844136
VER,7,2.125470106818843
VER,8,2.13882303554493
VER,9,2.255071215863823
VER,0,2.9533081476057355
VER,1,2.9533081476057355
VER,2,2.743412276661438
VER,3,2.2651905005782553
VER,4,0.9933143789718284
VER,5,2.1162123518389024
VER,6,2.6466939048931746
VER,7,1.9100082560784974
VER,8,2.414208598875655
VER,9,1.893412606346397
VER,0,3.330597360498471
VER,1,3.330597360498471
VER,2,2.644704139079307
VER,3,2.124693802076471
VER,4,1.1097482458813952
VER,5,2.006861489482471
VER,6,2.550677490953382
VER,7,1.9357099307322947
VER,8,2.1412821794900165
VER,9,1.348507992161692
VER,0,2.2866358866627743
VER,1,2.2866358866627743
VER,2,3.091111428873225
VER,3,2.072785342342451
VER,4,1.1275647371097366
VER,5,2.477507904914202
VER,6,2.965538151790886
VER,7,1.9467080674174058
VER,8,2.390323285099808
VER,9,1.582892912888674
VER,0,1.8824954059401577
VER,1,1.8824954059401577
VER,2,2.6524336919108853
VER,3,2.1679618292589398
VER,4,0.9775387600108231
VER,5,2.5497862745315745
VER,6,2.95773931972748
VER,7,2.043185499127942
VER,8,2.1587479083329995
VER,9,1.5724434410350727
VER,0,2.0983917384483113
VER,1,2.0983917384483113
VER,2,2.8193229586086015
VER,3,2.2803164040987003
VER,4,0.6450062243174555
VER,5,2.525519266699963
VER,6,2.000351542540811
VER,7,1.4920376021724486
VER,8,2.306785886637477
VER,9,1.8434495251801781
VER,0,2.736432786352955
VER,1,2.736432786352955
VER,2,2.958354081028151
VER,3,2.297302965368388
VER,4,0.5735467302207052
VER,5,2.583352685157788
VER,6,2.251816857878366
VER,7,1.671548542081822
VER,8,2.5480216181238124
VER,9,2.0999512869285155
VER,0,1.9872470861798368
VER,1,1.9872470861798368
VER,2,2.464680561218414
VER,3,1.557253275945559
VER,4,1.3707572160166053
VER,5,1.6815011866435041
VER,6,2.335891210284745
VER,7,1.5064999584909475
VER,8,2.3000801228329286
VER,9,2.029442534805785
VER,0,2.0348052495363356
VER,1,2.0348052495363356
VER,2,2.273500817313523
VER,3,1.8490227431353699
VER,4,0.7281704871843733
VER,5,1.7474948117615583
VER,6,1.9912865931086257
VER,7,1.6146948559995846
VER,8,2.520666960469044
VER,9,2.3674430747806365
VER,0,2.1287016699630392
VER,1,2.1287016699630392
VER,2,2.6557868520857575
VER,3,2.0697551900693947
VER,4,1.2050634102380635
VER,5,2.6362881966658978
VER,6,2.3230864802296036
VER,7,1.7643972139584856
VER,8,2.906658528483482
VER,9,1.5847762983094758
VER,0,2.147991989808903
VER,1,2.147991989808903
VER,2,2.439208066926815
VER,3,2.291801624545148
VER,4,1.4926616433592121
VER,5,2.506786783795587
VER,6,2.3674793475646556
VER,7,1.8243856921980908
VER,8,2.063133272293625
VER,9,1.6330683926791163
HAM,0,1.5101933423648455
HAM,1,1.5101933423648455
HAM,2,2.059017499854665
HAM,3,1.8257203330325977
HAM,4,0.7629185083395761
HAM,5,2.7660536960356494
HAM,6,2.2104114560298393
HAM,7,1.7756675896322645
HAM,8,1.7730300930516778
HAM,9,1.602278568872109
HAM,0,2.4241585788862428
HAM,1,2.4241585788862428
HAM,2,2.1232246325446806
HAM,3,1.768382795496362
HAM,4,0.9427053829421029
HAM,5,2.3722040317112443
HAM,6,2.107903498563223
HAM,7,1.5734019350143322
HAM,8,2.35552682272301
HAM,9,1.8701505394648545
HAM,0,2.3307023703069443
HAM,1,2.3307023703069443
HAM,2,2.05938965124119
HAM,3,2.0366338089825597
HAM,4,0.9020175847900148
HAM,5,1.9372139649912972
HAM,6,2.5251470241565572
HAM,7,1.5683021556870649
HAM,8,1.9304118493587183
HAM,9,2.1748955072727005
HAM,0,1.7816756248597092
HAM,1,1.7816756248597092
HAM,2,1.9453159820536452
HAM,3,1.9534756756325937
HAM,4,0.6164855486841369
HAM,5,2.6021696244960637
HAM,6,2.248283759129705
HAM,7,1.283019760603801
HAM,8,2.141075985687283
HAM,9,1.317405683600126
HAM,0,1.7481681181603075
HAM,1,1.7481681181603075
HAM,2,2.0205483163322087
HAM,3,2.532883009013478
HAM,4,0.6855605443778747
HAM,5,2.4918131175942775
HAM,6,2.217564842953532
HAM,7,1.35963003015033
HAM,8,1.9350637825593353
HAM,9,1.9236217416947745
HAM,0,1.8884698041915222
HAM,1,1.8884698041915222
HAM,2,2.0326681046406074
HAM,3,1.8955110335129455
HAM,4,0.5767810971891302
HAM,5,1.5055809935687217
HAM,6,2.274321217482236
HAM,7,2.2442608428286857
HAM,8,2.2806497381788016
HAM,9,1.5544561825816483
HAM,0,1.807751490637566
HAM,1,1.807751490637566
HAM,2,2.018401946971766
HAM,3,1.714714916782875
HAM,4,1.3300225474322644
HAM,5,2.6350473150752243
HAM,6,2.2077148661533847
HAM,7,1.6713184894702116
HAM,8,1.9105739677136457
HAM,9,1.5448523701888746
HAM,0,2.1698140211319403
HAM,1,2.1698140211319403
HAM,2,2.219718104526403
HAM,3,2.1838436183045107
HAM,4,0.7083571223621483
HAM,5,2.458107836060485
HAM,6,2.470079243327735
HAM,7,1.8481777612594341
HAM,8,1.8889640664394711
HAM,9,1.7604043020132114
HAM,0,1.702652940719266
HAM,1,1.702652940719266
HAM,2,1.7789183725605509
HAM,3,1.7593180332072782
HAM,4,0.6043074561676413
HAM,5,2.4351479834472345
HAM,6,1.925890743512458
HAM,7,1.6323650598676804
HAM,8,1.751047644880349
HAM,9,1.8531124117819515
HAM,0,2.704369776970241
HAM,1,2.704369776970241
HAM,2,2.0223168192590126
HAM,3,2.2938314893865734
HAM,4,0.913486722307638
HAM,5,2.293402977364788
HAM,6,2.490677671733216
HAM,7,1.3901604333371398
HAM,8,2.671347063750814
HAM,9,1.7039241845847604
HAM,0,1.86105334170757
HAM,1,1.86105334170757
HAM,2,1.9835589458293292
HAM,3,1.9892096856237003
HAM,4,0.7236844089753512
HAM,5,4.199014431779417
HAM,6,2.126866660237643
HAM,7,1.5865286801249976
HAM,8,1.8521347153058427
HAM,9,1.606142476057906
HAM,0,2.478251932813811
HAM,1,2.478251932813811
HAM,2,2.1467550688949237
HAM,3,1.8135555957039453
HAM,4,1.1109613302945576
HAM,5,2.736043578704988
HAM,6,2.239881175863931
HAM,7,1.5445321556339278
HAM,8,1.9155406827704093
HAM,9,1.7661761815361847
HAM,0,2.1845424285297836
HAM,1,2.1845424285297836
HAM,2,1.8430156989635764
HAM,3,1.7076407382256125
HAM,4,1.2790025371981462
HAM,5,2.607382164903758
HAM,6,2.86806664927818
HAM,7,1.4449708700089454
HAM,8,2.330107172644691
HAM,9,1.23756890024153
HAM,0,2.034439695559092
HAM,1,1.8309608610165076
HAM,2,2.0943187138637502
HAM,3,1.927185193196506
HAM,4,0.6846184067963959
HAM,5,2.0495973015560276
HAM,6,2.3732651625547536
HAM,7,1.3649503360136392
HAM,8,1.463232724799742
HAM,9,1.4118406869439342
HAM,0,2.193278501218461
HAM,1,2.193278501218461
HAM,2,2.667780076963539
HAM,3,1.8375169045186077
HAM,4,0.8400344888596591
HAM,5,2.032645318593039
HAM,6,2.540667378121052
HAM,7,1.5167885936188223
HAM,8,2.0134687524442425
HAM,9,1.6710897753685445
HAM,0,2.11390396420563
HAM,1,2.11390396420563
HAM,2,2.1186873276735665
HAM,3,1.732740075690092
HAM,4,1.0572953293439475
HAM,5,1.9390471319874636
HAM,6,2.741739756800053
HAM,7,1.5650383192459516
HAM,8,1.8349837480487867
HAM,9,1.3069184451677014
HAM,0,2.015776141917942
HAM,1,2.015776141917942
HAM,2,2.240208580464918
HAM,3,2.035749235441638
HAM,4,0.9298115159846001
HAM,5,2.411903532677167
HAM,6,2.6927752512769887
HAM,7,1.8018169784298783
HAM,8,1.9713433274819083
HAM,9,1.2339685767169246
HAM,0,2.2832943244340207
HAM,1,2.2832943244340207
HAM,2,2.061378268045994
HAM,3,1.9072797438093976
HAM,4,0.6392716792472947
HAM,5,2.1734389798569578
HAM,6,2.2886152400783613
HAM,7,1.4877881659832701
HAM,8,1.6882502647775233
HAM,9,1.5035328444837952
HAM,0,2.636411553209828
HAM,1,2.636411553209828
HAM,2,2.2283037980732012
HAM,3,1.7228700684786051
HAM,4,0.8902928585744772
HAM,5,2.7355672438558063
HAM,6,2.329624269387612
HAM,7,1.6244983320888646
HAM,8,2.347633477413659
HAM,9,1.9109614099773784
HAM,0,2.170803481024846
HAM,1,2.170803481024846
HAM,2,2.356048877794329
HAM,3,1.95010499518728
HAM,4,0.8069076007851239
HAM,5,2.5101332428350096
HAM,6,2.7639167143987597
HAM,7,1.4310504425029842
HAM,8,2.021620158331799
HAM,9,1.3400961018454738
HAM,0,2.3413638439491185
HAM,1,2.3413638439491185
HAM,2,2.023281965544108
HAM,3,1.7701290841839956
HAM,4,1.1259659244816904
HAM,5,2.432426332752967
HAM,6,2.3551357531573203
HAM,7,1.870843752852199
HAM,8,1.9575759734240792
HAM,9,1.456133458208645
HAM,0,1.5075540885593472
HAM,1,1.5075540885593472
HAM,2,2.3395206820666066
HAM,3,1.7927155784702242
HAM,4,0.7973267627524183
HAM,5,2.5749788812343226
HAM,6,2.539257852029499
HAM,7,1.6602355286805022
HAM,8,1.672050279951669
HAM,9,1.3822206646900825
HAM,0,2.1836735846132855
HAM,1,2.1836735846132855
HAM,2,2.2863993636301583
HAM,3,1.9870195710014127
HAM,4,1.3087600455042971
HAM,5,2.5038483862093606
HAM,6,2.214948409383743
HAM,7,1.8400367852142565
HAM,8,2.35373788373543
HAM,9,1.5475110912087648
HAM,0,2.5293737152217095
HAM,1,2.5293737152217095
HAM,2,2.400585335845342
HAM,3,1.9034804427339407
HAM,4,0.8899220127633096
HAM,5,2.365384562785933
HAM,6,2.4131468488059387
HAM,7,1.5327377050862443
HAM,8,1.9660619547900258
HAM,9,1.328826334418493
HAM,0,2.1032800547020645
HAM,1,2.1032800547020645
HAM,2,3.0894868592742917
HAM,3,2.107223012916063
HAM,4,0.6048678981973182
HAM,5,2.6215513495096676
HAM,6,2.315900175484272
HAM,7,1.9237756630283762
HAM,8,2.2413237882472865
HAM,9,1.8194952394886434
HAM,0,2.586774686463381
HAM,1,2.586774686463381
HAM,2,2.352169207362203
HAM,3,1.9371807880210943
HAM,4,1.833753459564378
HAM,5,2.2388838305072194
HAM,6,2.69867821041241
HAM,7,1.8657146061546002
HAM,8,2.1000205986693623
HAM,9,1.1788293063229127
HAM,0,2.3124940660065563
HAM,1,2.3124940660065563
HAM,2,2.420442604560636
HAM,3,1.9410892998342302
HAM,4,1.2487533616038655
HAM,5,3.6877744861239856
HAM,6,2.5429537592818034
HAM,7,1.725590292014382
HAM,8,1.9035919387050353
HAM,9,1.8845404440843454
HAM,0,1.8858351521121204
HAM,1,1.8858351521121204
HAM,2,2.333883353649398
HAM,3,1.9213299027501543
HAM,4,1.032583531389501
HAM,5,1.8584260968867337
HAM,6,2.633988681824444
HAM,7,1.7927283006368409
HAM,8,1.9661733279885119
HAM,9,1.9424930202008983
HAM,0,2.722835290180984
HAM,1,2.722835290180984
HAM,2,2.360931100781856
HAM,3,2.3331409131175747
HAM,4,0.9437964720064308
HAM,5,2.96164690864256
HAM,6,2.1657897937495125
HAM,7,1.6044629501387584
HAM,8,1.945494697388001
HAM,9,1.9087827563519064
HAM,0,1.8541759832723974
HAM,1,1.8541759832723974
HAM,2,2.182797208272056
HAM,3,2.1456364479803187
HAM,4,0.677240448844418
HAM,5,2.893018858686994
HAM,6,2.794619638513918
HAM,7,1.6573842972475625
HAM,8,1.686772519166837
HAM,9,1.223751424583702
HAM,0,2.048603298232055
HAM,1,2.048603298232055
HAM,2,2.32098499234908
HAM,3,1.7116109859998168
HAM,4,1.0512302636394022
HAM,5,1.9696400696386123
HAM,6,2.593683428355367
HAM,7,1.5190993195486129
HAM,8,1.9700096504899833
HAM,9,1.4858027251682493
HAM,0,2.096808202885922
HAM,1,2.096808202885922
HAM,2,2.267675423204622
HAM,3,1.8922426726705477
HAM,4,0.7949827176023119
HAM,5,2.875857781257108
HAM,6,2.6692023701796104
HAM,7,1.4705837022442825
HAM,8,2.1093025339620595
HAM,9,3.1698516431745127
HAM,0,2.2964415728606524
HAM,1,2.2964415728606524
HAM,2,2.3101625211926415
HAM,3,1.5913965574998923
HAM,4,1.8062590494426676
HAM,5,1.809901291407001
HAM,6,2.5859774673132514
HAM,7,1.3241366765310971
HAM,8,2.2909657048919216
HAM,9,1.7445523823153417
HAM,0,1.8215078060426355
HAM,1,1.8215078060426355
HAM,2,2.37912547450837
HAM,3,1.8653365870921328
HAM,4,1.0300227778394253
HAM,5,2.5940323972014694
HAM,6,2.2393918975640443
HAM,7,1.384156662467863
HAM,8,2.0909680845297376
HAM,9,1.6687028900644894
HAM,0,2.2979203684881453
HAM,1,2.2979203684881453
HAM,2,2.3687166066412138
HAM,3,1.7745849139193077
HAM,4,1.1315578597975258
HAM,5,2.927002716047565
HAM,6,2.7104977203881067
HAM,7,1.3746543277132566
HAM,8,2.387672622151361
HAM,9,2.1509112735397182
HAM,0,2.2712778592452603
HAM,1,2.2712778592452603
HAM,2,4.140740322382733
HAM,3,1.7147554539903407
HAM,4,1.1536953661591782
HAM,5,2.238615023489297
HAM,6,2.507940048561729
HAM,7,1.5594451087400663
HAM,8,2.0797897689377436
HAM,9,1.6117179414204799
HAM,0,1.453352234779188
HAM,1,1.453352234779188
HAM,2,2.4953349969681327
HAM,3,1.6983250662674185
HAM,4,1.0549465442427204
HAM,5,2.7365248114713157
HAM,6,2.144222294682437
HAM,7,1.5579872600146936
HAM,8,2.219337294550743
HAM,9,1.7419723269844802
HAM,0,2.116174570807357
HAM,1,2.116174570807357
HAM,2,2.1034040592608774
HAM,3,1.735797479819071
HAM,4,1.3127806380291722
HAM,5,1.6337520731874886
HAM,6,2.76997533659108
HAM,7,1.511673487215236
HAM,8,1.949906990304163
HAM,9,1.865935015627246
HAM,0,2.165637903942128
HAM,1,2.165637903942128
HAM,2,2.3438879469287164
HAM,3,1.9503931161704957
HAM,4,1.3516861643540163
HAM,5,1.5694537371628012
HAM,6,2.2576195938877524
