car,corner,grip
HAM,3,1.496925261082878
HAM,4,2.477316283661845
HAM,5,1.673308663365365
HAM,6,2.336813602997621
HAM,7,1.8627178046744985
HAM,0,2.0806269533966617
HAM,1,1.4957055875331087
HAM,2,1.8800189413013102
HAM,3,1.6086712748520706
HAM,4,2.122269791012707
HAM,5,1.6344821621283194
HAM,6,2.014842306361659
HAM,7,1.3259646163304426
HAM,0,1.2089537168588953
HAM,1,1.1759505708198528
HAM,2,1.9342961770163178
HAM,3,1.9342961770163178
HAM,4,2.2137832543573084
HAM,5,1.3124062325482464
HAM,6,1.2291874828997478
HAM,7,0.9299370732468134
HAM,0,1.4233035995830903
HAM,1,1.4233035995830903
HAM,2,1.8144545054071612
HAM,3,1.8144545054071612
HAM,4,2.2030870793777066
HAM,5,2.040960483041338
HAM,6,1.6786849670964779
HAM,7,1.3503367229183751
HAM,0,2.0204390630317115
HAM,1,1.6447680698881466
HAM,2,1.967044731279097
HAM,3,1.4223324880106605
HAM,4,2.473078227401411
HAM,5,1.4595060621007612
HAM,6,2.1160541014485292
HAM,7,1.7086426317530157
HAM,0,1.8549892101559535
HAM,1,1.6077489973281918
HAM,2,2.06416478845144
HAM,3,1.5344544056684204
HAM,4,2.96571156476208
HAM,5,2.1705027658988687
HAM,6,2.1178293985757124
HAM,7,1.7195087230461028
HAM,0,1.1424323807783385
HAM,1,1.1424323807783385
HAM,2,1.876544777449619
HAM,3,1.4519453951310044
HAM,4,2.2975440991408123
HAM,5,1.6040433561811713
HAM,6,1.9442242924655035
HAM,7,1.2556741331037704
HAM,0,1.7911170135219971
HAM,1,1.7911170135219971
HAM,2,2.071162517690639
HAM,3,1.9715916710465187
HAM,4,2.9762742895956
HAM,5,3.2784347425247655
HAM,6,1.9274067733942706
HAM,7,1.2966368947746671
HAM,0,2.2741433772329103
HAM,1,0.9691829004729804
HAM,2,1.835196209399057
HAM,3,1.6158401999344651
HAM,4,2.6155995889205927
HAM,5,2.12730472901584
HAM,6,1.7657699831823395
HAM,7,1.3055935930370013
HAM,0,1.8126632165961782
HAM,1,1.2357036453035473
HAM,2,1.8300749036242123
HAM,3,1.5031007543359067
HAM,4,2.44150432885694
HAM,5,3.106607937506636
HAM,6,2.1206394883813506
HAM,7,1.3484713167143108
HAM,0,1.6720412905061028
HAM,1,1.6293862837458373
HAM,2,2.2317701334958504
HAM,3,1.7517595248550957
HAM,4,2.5869434508991573
HAM,5,2.0276966078619054
HAM,6,1.843652433853416
HAM,7,1.1389755008123144
HAM,0,1.6021404911030683
HAM,1,1.6021404911030683
HAM,2,1.8232092355483
HAM,3,1.551963225365165
HAM,4,2.8161846900919483
HAM,5,2.08026904735779
HAM,6,1.8711839088390168
HAM,7,1.77585675146795
HAM,0,1.3684208757286132
HAM,1,1.1477872437837493
HAM,2,2.088422347482906
HAM,3,1.6732669659056418
HAM,4,2.769748168827435
HAM,5,2.009911339773353
HAM,6,1.7075162148387033
HAM,7,1.3711390973027124
HAM,0,1.504745562307418
HAM,1,1.3367687721837833
HAM,2,2.061808538759828
HAM,3,1.5425776527050679
HAM,4,3.7703832311198098
HAM,5,2.771088403211326
HAM,6,1.8179009421790786
HAM,7,1.5452570708259548
HAM,0,1.7262220121377996
HAM,1,1.006364631833773
HAM,2,2.044117954392469
HAM,3,1.2645846991842693
HAM,4,2.2753418998130646
HAM,5,1.5254567101282415
HAM,6,1.7199059497754456
HAM,7,1.220378100893899
HAM,0,1.6996870844399328
HAM,1,1.5119452417363672
HAM,2,1.9615005326864066
HAM,3,1.495193563572624
HAM,4,2.560046852845744
HAM,5,2.0334418035972974
HAM,6,1.7799643037704949
HAM,7,1.2664892117509543
HAM,0,1.4744790300832058
HAM,1,1.4744790300832058
HAM,2,1.9617925838302424
HAM,3,1.7214160197892114
HAM,4,1.9903715093448384
HAM,5,1.2339539472762413
HAM,6,2.388946377547073
HAM,7,1.4098946091526914
HAM,0,2.1324556011173614
HAM,1,1.7197624636868396
HAM,2,1.8177240073788665
HAM,3,1.680857552739705
HAM,4,2.5187773827629054
HAM,5,1.2457327682990604
HAM,6,1.8078364800534785
HAM,7,1.352641375659748
HAM,0,1.9365194675566813
HAM,1,1.9365194675566813
HAM,2,2.0577657332517636
HAM,3,1.9310122619343106
HAM,4,2.2579188646350605
HAM,5,1.767623752036836
HAM,6,1.8839060944837542
HAM,7,1.05173325405663
HAM,0,1.837689178962495
HAM,1,1.837689178962495
HAM,2,1.9064505452888714
HAM,3,1.5155915848712396
HAM,4,2.359142162476147
HAM,5,2.0066834720918965
HAM,6,1.6907345168996804
HAM,7,1.499874174041285
HAM,0,1.6100490294437135
HAM,1,1.6100490294437135
HAM,2,2.0465271176258457
HAM,3,0.9798490110761343
HAM,4,2.2846296808818574
HAM,5,1.8842604001893233
HAM,6,1.762360177530554
HAM,7,1.669045161791218
HAM,0,1.4394654057780603
HAM,1,0.969441644039566
HAM,2,1.9777450403065924
HAM,3,1.62816879201436
HAM,4,2.4866713391590127
HAM,5,2.2364391723151975
HAM,6,1.84432943107428
HAM,7,1.351738207445348
HAM,0,1.6278311525639253
HAM,1,1.6278311525639253
HAM,2,2.021408156851886
HAM,3,1.482269392930856
HAM,4,2.624384903783157
HAM,5,1.9701855711188812
HAM,6,2.1447126024543555
HAM,7,1.19765937384586
HAM,0,1.8623713318218524
HAM,1,1.6139414737088535
HAM,2,1.9460737450128418
HAM,3,1.9460737450128418
HAM,4,2.165179844700895
HAM,5,1.3530276884907264
HAM,6,1.9861542975016535
HAM,7,1.3274984109088874
HAM,0,1.7454038405390624
HAM,1,1.7454038405390624
HAM,2,2.0522915072224857
HAM,3,1.8036913866376683
HAM,4,2.442307546331506
HAM,5,2.1255015674813835
HAM,6,1.6177158126129454
HAM,7,1.360397861229071
HAM,0,1.5938546320980145
HAM,1,1.5938546320980145
HAM,2,1.9789730752906929
HAM,3,1.5800601042150917
HAM,4,2.0301818699768033
HAM,5,1.8619720697869317
HAM,6,1.949115063620709
HAM,7,1.1699027764299903
HAM,0,1.7814956192956848
HAM,1,1.4656769164861345
HAM,2,2.1927581272824073
HAM,3,1.8666693839377948
HAM,4,3.2950671045207067
HAM,5,2.4928257284395614
HAM,6,1.813621674941351
HAM,7,1.4959541192414032
HAM,0,1.6977548900306643
HAM,1,1.6977548900306643
HAM,2,1.8621654982160185
HAM,3,1.4431038318709697
HAM,4,2.541149008580152
HAM,5,2.2347724071124473
HAM,6,2.288694607466032
HAM,7,1.2741927848627541
HAM,0,1.7385278747413573
HAM,1,1.3648655642520549
HAM,2,2.3179982788799536
HAM,3,2.0471100715385786
HAM,4,2.736827541792679
HAM,5,2.5433276837077106
HAM,6,1.6557609001934166
HAM,7,1.1693899021720777
HAM,0,1.8852003558588424
HAM,1,2.021108289673702
HAM,2,2.021108289673702
HAM,3,0.5854645263103923
HAM,4,1.8095500369579642
HAM,5,0.43393284447906877
HAM,6,0.6322547545955036
HAM,7,0.7293679664887615
HAM,0,0.8739853902092036
HAM,1,0.6727115311498107
HAM,2,1.4774556826130685
HAM,3,0.8430649604358169
HAM,4,2.5616991752326133
HAM,5,2.05632417060739
HAM,6,1.444974783553064
HAM,7,0.8366267812767999
HAM,0,0.8945509012707705
HAM,1,1.037976903516729
HAM,2,1.037976903516729
HAM,3,0.35013374057507374
HAM,4,2.410087409612312
HAM,5,2.0815331973848927
HAM,6,0.6480545422351657
HAM,7,1.0915292373665069
HAM,0,1.5237973792795152
HAM,1,0.6991596043924356
HAM,2,1.0296269951893584
HAM,3,0.6749010425713267
HAM,4,0.9811426605916009
HAM,5,0.34756355007661205
HAM,6,0.6674411498202054
HAM,7,1.1311467994734903
HAM,0,1.4534370457358539
HAM,1,1.4534370457358539
HAM,2,2.178627054045515
HAM,3,1.7543759059095703
HAM,4,2.378366585716183
HAM,5,1.9033817607899635
HAM,6,1.9381697427426063
HAM,7,1.4614989515534051
HAM,0,1.8783284743965831
HAM,1,1.7726715589734865
HAM,2,1.8393328017052355
HAM,3,1.8393328017052355
HAM,4,2.463297650152123
HAM,5,2.418728126038503
HAM,6,2.1344415081425447
HAM,7,1.5479671378787185
HAM,0,1.697656370518398
HAM,1,1.697656370518398
HAM,2,2.609655953355807
HAM,3,1.5769762813637822
HAM,4,3.1779060548902045
HAM,5,1.9516223309950091
HAM,6,2.637996114141773
HAM,7,1.2499175362829746
HAM,0,1.8473900965219967
HAM,1,1.7265282972300033
HAM,2,3.001190085220407
HAM,3,2.827765787997675
HAM,4,2.2516747688271823
HAM,5,1.5538046938389505
HAM,6,2.071810431584379
HAM,7,1.3911789718600611
HAM,0,1.4712514273036668
HAM,1,1.4712514273036668
HAM,2,2.2502046344343927
HAM,3,1.7697504887119242
HAM,4,2.3611432171566515
HAM,5,2.2191849879483003
HAM,6,1.845425308765818
HAM,7,2.4630478362350483
HAM,0,2.409050327490049
HAM,1,1.079475318484919
HAM,2,1.8608494907054318
HAM,3,1.5740029053040658
HAM,4,2.79151263633755
HAM,5,2.1512341657511187
HAM,6,2.226484389515324
HAM,7,1.5830838745122893
HAM,0,1.585138835441428
HAM,1,1.585138835441428
HAM,2,2.112454815931953
HAM,3,1.9070600301266476
HAM,4,2.2756295595694467
HAM,5,2.793786803434234
HAM,6,2.5683688543294694
HAM,7,1.3423418310024644
HAM,0,1.8370415763270873
HAM,1,1.8370415763270873
HAM,2,2.1978700180308213
HAM,3,1.8631700987762843
HAM,4,2.5013924322024392
HAM,5,1.7014289288529663
HAM,6,2.3273716701881066
HAM,7,1.0556039215478357
HAM,0,1.7083930799293352
HAM,1,1.8333921067061023
HAM,2,2.15612981123987
HAM,3,1.5072825290479746
HAM,4,2.235296660433371
HAM,5,1.9261027594902411
HAM,6,1.9959873602320242
HAM,7,1.0860361761978272
HAM,0,1.9979933880981278
HAM,1,1.9979933880981278
HAM,2,2.2127661146940305
HAM,3,2.12491470796916
HAM,4,2.7088272029881884
HAM,5,2.571927080560066
HAM,6,1.8954853018707445
HAM,7,1.1712400283581514
HAM,0,1.6858984015654679
HAM,1,1.6052660704164292
HAM,2,1.9528265296302987
HAM,3,1.9799020754371424
HAM,4,2.509181553132902
HAM,5,2.2101823262553495
HAM,6,2.1602471337867004
HAM,7,1.8078166212230036
HAM,0,1.381431126448204
HAM,1,1.381431126448204
HAM,2,2.0250227927763884
HAM,3,1.9709767954139634
HAM,4,2.542487344644772
HAM,5,1.9764570952610445
HAM,6,1.8672600368782875
HAM,7,1.9314155474908663
HAM,0,2.3465840259450985
HAM,1,2.3465840259450985
HAM,2,1.8185554153570254
HAM,3,1.6044375481571933
HAM,4,2.1706068582381954
HAM,5,1.8490085857500602
HAM,6,1.7585418208099595
HAM,7,1.3291038716729122
HAM,0,1.7490788085515145
HAM,1,1.7490788085515145
HAM,2,2.6264529903697293
HAM,3,1.8709231816873833
HAM,4,2.492709500497362
HAM,5,2.5657680568182832
HAM,6,2.054325681906134
HAM,7,1.118024560055927
RUS,0,1.810798102609284
RUS,1,1.810798102609284
RUS,2,2.1024069811184796
RUS,3,1.8987015181335185
RUS,4,2.573998714079001
RUS,5,1.9806194728360067
RUS,6,1.76982840888816
RUS,7,1.394094467740323
RUS,0,1.5983182122892639
RUS,1,1.5983182122892639
RUS,2,2.2111363601479974
RUS,3,1.3878409324714758
RUS,4,2.316556049655552
RUS,5,2.0388401027766
RUS,6,1.9106864733910238
RUS,7,1.499984649014524
RUS,0,1.9581805013068583
RUS,1,1.9581805013068583
RUS,2,2.2029504880108446
RUS,3,1.0498624436639057
RUS,4,2.606779619676027
RUS,5,2.1729522048997576
RUS,6,1.892017335784275
RUS,7,1.4372490749965139
RUS,0,1.4814834450519523
RUS,1,1.4139043545226047
RUS,2,2.1657684827185864
RUS,3,2.1197362606738266
RUS,4,2.5671816229449087
RUS,5,1.6022394998599898
RUS,6,1.568305603838596
RUS,7,1.0441797408946485
RUS,0,1.6945540635889031
RUS,1,0.7906072533756702
RUS,2,1.7159416564425158
RUS,3,1.3780713037101304
RUS,4,2.4309512183210016
RUS,5,2.1596007459208155
RUS,6,1.8732274263205744
RUS,7,1.3667962509043654
RUS,0,1.8973529450110862
RUS,1,1.928280196308115
RUS,2,2.09985772905593
RUS,3,1.719978650988886
RUS,4,2.063642280597178
RUS,5,2.616878135030655
RUS,6,1.9866738272153888
RUS,7,1.5200346852904993
RUS,0,1.7099716935019114
RUS,1,1.7099716935019114
RUS,2,1.8105936096964348
RUS,3,1.5306736451562988
RUS,4,2.4860563108220015
RUS,5,1.7063950470538911
RUS,6,2.1889363622174676
RUS,7,1.146721092386021
RUS,0,1.3004939225200174
RUS,1,1.3004939225200174
RUS,2,1.967984272148949
RUS,3,1.6315716461767846
RUS,4,2.2993286503616592
RUS,5,2.250201544597102
RUS,6,1.9729746517872038
RUS,7,1.746455768467552
RUS,0,1.4669782826467312
RUS,1,1.4669782826467312
RUS,2,2.003320177816253
RUS,3,1.3365038603510762
RUS,4,2.465838305573857
RUS,5,2.56266176915468
RUS,6,1.6601251098411334
RUS,7,1.2132490037524224
RUS,0,1.2169082762791623
RUS,1,1.2169082762791623
RUS,2,2.2386514723537227
RUS,3,1.9196636210955127
RUS,4,2.3433668987144816
RUS,5,2.199071581504481
RUS,6,2.5288501496517997
RUS,7,0.9601059418218917
RUS,0,1.5636415277005902
RUS,1,1.5636415277005902
RUS,2,2.593402321728794
RUS,3,1.674028531453058
RUS,4,3.047596299542967
RUS,5,2.751089577581504
RUS,6,1.6459907847516706
RUS,7,1.1298772814389573
RUS,0,1.6135900127518312
RUS,1,1.2240587191912387
RUS,2,1.831341649157699
RUS,3,1.3788750436810553
RUS,4,2.571411374814317
RUS,5,1.9874908889699634
RUS,6,1.5809226535217513
RUS,7,0.9945406680911609
RUS,0,1.9335157310082602
RUS,1,1.7878855025074016
RUS,2,1.509936558839375
RUS,3,1.318895522711157
RUS,4,2.709533341750081
RUS,5,1.8618679321714844
RUS,6,1.7350373134143924
RUS,7,1.2156250994914
RUS,0,1.4085098395580442
RUS,1,1.4118864698111977
RUS,2,1.944239480906088
RUS,3,1.5789668022346628
RUS,4,3.3241522768768297
RUS,5,2.357455569157478
RUS,6,1.6613875560962408
RUS,7,1.117732247295496
RUS,0,2.1154725304948947
RUS,1,2.1154725304948947
RUS,2,1.7814399926461222
RUS,3,0.9596439783007599
RUS,4,3.868288692569816
RUS,5,3.624987161292999
RUS,6,1.8786795831824137
RUS,7,1.0398996903839537
RUS,0,1.5790203202455468
RUS,1,1.282261114864509
RUS,2,2.2860434156415876
RUS,3,1.2080665905611687
RUS,4,2.6043181937460314
RUS,5,1.9316032483731795
RUS,6,2.5054459903649438
RUS,7,0.9075025060755288
RUS,0,1.3299866477016173
RUS,1,1.2115164107127543
RUS,2,1.9254425609588133
RUS,3,1.5015518815540279
RUS,4,2.3610127208098626
RUS,5,2.1404964795515804
RUS,6,1.463295959538254
RUS,7,1.4340363026721208
RUS,0,1.5951016423432354
RUS,1,1.5951016423432354
RUS,2,2.2129179553415725
RUS,3,1.4709614835950018
RUS,4,2.6920229296594975
RUS,5,2.566176443166307
RUS,6,1.6848555238321052
RUS,7,1.3702729618909284
RUS,0,1.5171175916819035
RUS,1,1.5171175916819035
RUS,2,2.28029894432246
RUS,3,1.5933166374223433
RUS,4,2.812520156779631
RUS,5,2.1645337092421375
RUS,6,1.566015642855163
RUS,7,0.8243454809924565
RUS,0,1.4755036900887342
RUS,1,1.4755036900887342
RUS,2,2.057940206116596
RUS,3,1.7423051223337227
RUS,4,2.6665727801936145
RUS,5,2.3448170918229803
RUS,6,1.599632907442451
RUS,7,1.5848264611080294
RUS,0,1.334638646270179
RUS,1,1.334638646270179
RUS,2,2.1737477607353974
RUS,3,1.920729072134013
RUS,4,2.847695860763231
RUS,5,2.1937681445121058
RUS,6,2.1246485058843483
RUS,7,0.9968453275475152
RUS,0,1.8884311997143592
RUS,1,1.6794042437461316
RUS,2,1.8784196267753959
RUS,3,1.7483716620221443
RUS,4,2.7583842908787166
RUS,5,2.4138108847633615
RUS,6,1.8202580560532915
RUS,7,1.4832282761410513
RUS,0,1.5715976162511625
RUS,1,1.5715976162511625
RUS,2,2.0256924960553113
RUS,3,1.5615047495724617
RUS,4,2.5215828831101774
RUS,5,2.3643048472889943
RUS,6,1.5358204197070466
RUS,7,1.0566951814912644
RUS,0,1.2542121960395263
RUS,1,1.2542121960395263
RUS,2,2.0361138359544975
RUS,3,1.264730707572476
RUS,4,2.6743664227026627
RUS,5,2.207065558466313
RUS,6,1.7249531837764385
RUS,7,1.2344537853144741
RUS,0,1.551683744943062
